Ticker,Net cash flow / Change in cash,Average Payables,Average Receivables,currentRatio,SG&A to Revenue,daysOfPayablesOutstanding,daysOfInventoryOutstanding,eBITperRevenue,Intangibles to Total Assets,Debt to Assets,Debt to Equity,Payout Ratio,ROE,R&D to Revenue,PE ratio,returnOnAssets,Dividend Yield,Name
ANF,0.13942195783385078,-0.18247725341775034,-0.12661276890297052,0.4541018268678871,0.0194703774419107,-0.05474227974902379,-0.049530559255412915,0.0655458640453884,-1.0805493521807,-0.6084646390059828,-0.05078908752991194,4.4872970700515635,-0.10627946894912643,-0.06336238125970449,2.6313239558051986,-0.059958320592383686,0.3508458920525655,Abercrombie & Fitch Co.
MTOR,-0.007462396264870827,-0.014551991430767018,-0.06661085148477673,-0.4871874841168771,-0.11935295724521355,-0.0440983538317485,-0.046841328728212776,0.0757755591622465,-0.4067346227228072,-0.11480529186534028,0.03429470912966408,-0.16523807271248564,0.05566692849964385,-0.06336238125970449,-0.1215175050835817,-0.03287710810252879,-0.38395929440258336,"Meritor, Inc."
EVC,-0.35062188013135087,-0.22471498946768736,-0.12708385611298337,2.2017161726300407,-0.06723196032402143,-0.043757503941320046,-0.043977600897021255,0.08266417396941976,1.1412063393154992,0.0288461578799737,-0.0349268843190942,0.6658210171637426,-0.09387163551275297,-0.06336238125970449,-0.025432967404062635,-0.05426013670410737,0.8686738646413055,Entravision Communications Corporation
TSCO,-0.0783279166956285,-0.03628216674980323,-0.1349912632640409,0.05405386969936229,-0.07630610416168118,-0.05206154869505321,-0.050051158083818034,0.07730860333947837,-0.9042403167525984,-0.5697015493921679,-0.049488270375536436,-0.004725610287125935,0.028756432605171564,-0.06336238125970449,-0.048779115429963216,-0.020976213627535024,-0.12139863224491233,Tractor Supply Company
URBN,0.0026025575887624313,-0.20126700067487488,-0.1286881542724314,0.610521962369767,-0.07002613266427642,-0.05589270929234979,-0.049565738651727156,0.0745111598175077,-1.0805493521807,-0.9764289676194755,-0.05861016977400547,-0.16523807271248564,-0.07505845949071922,-0.06336238125970449,0.18977245069583476,-0.04943745502783184,-0.38395929440258336,"Urban Outfitters, Inc."
ETM,0.17889704803267684,-0.24390850892956575,-0.10111230786388513,0.8991378761055364,-0.12693318715838056,-0.05894631525157592,-0.04470607059171159,0.03139898888239789,2.2370280916916445,0.35092182893593554,-0.01320453218645049,-0.24491273703231992,-0.2177082588355191,-0.06336238125970449,-0.336520876258452,-0.13743284684418225,0.7647436025372274,Entercom Communications Corp.
IGT,-1.3423743695927324,0.24279317311624998,-0.024756385187803837,-0.36149767612067624,-0.09174321471477313,-0.037944829191319425,-0.0455707464108882,0.0833417174456044,1.3576649570688117,0.6966543855650347,0.08479359597340574,-4.817773215476534,-0.11332937431070224,-0.03502736705771111,-0.336520876258452,-0.06237708094079264,0.7629202646055769,International Game Technology PLC
BLMN,-0.1279006576320756,-0.18177086932815947,-0.13524046301542306,-0.9765195009302803,-0.12112352189646423,-0.05528372024034395,-0.050051158083818034,0.06809411777274108,0.3347234247829955,0.28964194461997816,0.7160555684287213,0.015047664069621259,0.8349030394079929,-0.06336238125970449,-0.10570246910757737,-0.03658686323812535,-0.017468370140834202,"Bloomin' Brands, Inc."
GNTX,-0.5472584071362226,-0.21257787457531407,-0.11307865130940443,2.211405915537237,-0.12873141688230705,-0.054540955190573046,-0.04739573851815543,0.11068313899958811,0.17107023595740642,-0.9764289676194755,-0.05861016977400547,-0.012867546786963028,-0.013824995778746383,-0.032999723839586804,-0.15208645651822622,-0.005602988345622882,0.004411685038971713,Gentex Corporation
RCL,0.19261410166738124,-0.09688380334931122,-0.10318599867503662,-1.1488584997796965,-0.10208995189551934,-0.05446768176092667,-0.049271587660343,0.1006787779170559,-0.8632179174203173,0.1325944271404782,-0.02720611384561172,0.010395128926857206,-0.042870605868438764,-0.06336238125970449,-0.16633899627402154,-0.0453864024197604,0.10104859541644785,Royal Caribbean Group
W,0.36713158754674174,-0.05478320732070472,-0.13082708557849476,-0.5072590944246403,-0.06662332872515399,-0.05049538112502244,-0.049880916049611736,0.05030265247851837,-1.0744396331312112,0.4133418041228874,-0.14881633846188105,-0.16523807271248564,0.5054508905681812,-0.06336238125970449,-0.336520876258452,-0.16400953263559603,-0.38395929440258336,Wayfair Inc.
YUMC,0.24842626103088997,0.1352765236350167,-0.12731591092147043,-0.191650325447396,-0.1250796272891025,-0.046336239359832956,-0.049834333030158336,0.08086224553750995,-0.718766702750264,-0.961037740861049,-0.05832864964358092,-0.03264082114371024,-0.009313056347337853,-0.06336238125970449,-0.06379045363752671,-0.015248351698173939,-0.1560420529462717,"Yum China Holdings, Inc."
ALV,-0.5344508699289738,0.09210088193856579,0.03241116172443758,-0.4761134922229387,-0.12762481397527536,-0.04899311679313402,-0.04566984233382737,0.07184449952172703,-0.15710895870084177,-0.031008612847240512,-0.020307252718426202,11.8656362395825,-0.06784741343516452,-0.03866672667998548,0.14343036931408037,-0.04727095802864345,11.37839370267475,"Autoliv, Inc."
BYD,0.019438609635171848,-0.20653150887013297,-0.1305062159786151,-0.6809823422607991,-0.09019397064492878,-0.055280368500824226,-0.04957649867312202,0.08551601062327788,0.836593203848136,0.9939330801768649,0.05377460780961568,-0.03264082114371024,-0.06812940964962756,-0.06336238125970449,-0.02859687258559692,-0.054200780621937825,-0.1815687839893786,Boyd Gaming Corporation
WGO,-0.09361584236539856,-0.2164845024080644,-0.12083053723170004,-0.00892945919741235,-0.12223012480349592,-0.05547163784071583,-0.048189955567733575,0.07578723609856187,1.1604083134710348,-0.18663101673799726,-0.040965005737165584,-0.09370534489248838,-0.03142961659593857,-0.06336238125970449,-0.15890965600858334,-0.004178442373553803,-0.19433214951093208,"Winnebago Industries, Inc."
FBHS,-0.1201955658401699,-0.09002245690821863,-0.07907083905388464,-0.4878796086102483,-0.07746803721406446,-0.05158716745937937,-0.04767400566843287,0.0811764539471496,1.3537372805369976,0.1388649269309482,-0.02393789164183247,0.007487294462629672,-0.036505548456273164,-0.06336238125970449,-0.12515434973406817,-0.003273262120468243,0.0007650091756707482,"Fortune Brands Home & Security, Inc."
EXPE,-0.34722566900757545,0.6287372594491234,0.0649666172450027,-0.8235599878952561,0.02201556412808356,-0.03927140854882034,-0.045679921262114204,0.07256544128799738,1.3663931271395098,-0.38899714633953086,-0.029302953437739403,0.10111956421075612,-0.06873368725204834,0.011556436107400961,0.28560854548976505,-0.12176284115142239,-0.1833921219210291,"Expedia Group, Inc."
TVPT,0.08826981524042822,-0.2201379195289086,-0.11448920099822854,-0.680290217767428,-0.08529725278131359,-0.05675170875422417,-0.04817518397041797,0.07644579474072143,1.6317294972887322,1.2151107091498086,-0.48626189893387334,0.13543201088864104,-0.28027113327281766,-0.06336238125970449,0.06654028951212877,-0.033871322478868676,-0.03387841152568867,
OUT,-0.03760039367970488,-0.224763831477819,-0.11051984767831298,-0.5314834516926308,-0.09063661180774146,-0.055918593528932706,-0.04628971204486913,0.08749178472454974,1.9023027694803727,0.7428280658403138,0.009158520932676682,0.9368311892297485,-0.06917682416049024,-0.06336238125970449,0.02031045642205608,-0.03710622895710887,1.0655943612595589,Outfront Media Inc. (REIT)
CROX,-0.11625061570686025,-0.2193734812351043,-0.12529679485587164,0.15648829471829243,-0.014225681077203943,-0.052722183893965054,-0.04784359160377362,0.07254774198417815,-0.6402131721139812,-0.2470558329007087,-0.032775035046308854,-0.16523807271248564,0.02662131840995147,-0.06336238125970449,-0.336520876258452,-0.02633310004333646,-0.38395929440258336,"Crocs, Inc."
QRTEA,-0.4040898150733001,0.16499888567242854,0.04223959991894989,-0.5370204476395998,-0.10278157871241413,-0.051418332755543104,-0.047076649521320096,0.07862748093060348,1.847315298034975,0.2015699248356488,-0.0161879983962371,-0.16523807271248564,-0.042951176215428204,-0.06336238125970449,-0.13642108493113078,0.02664220329298243,-0.38395929440258336,"Qurate Retail, Inc."
TRIP,-0.07143456058881102,-0.18471685946951674,-0.11321120499324028,0.34128553444838977,0.023509478052576346,-0.04916231847574982,-0.04705726648626383,0.0817113311761665,0.6794861425755702,-0.9764289676194755,-0.05861016977400547,-0.16523807271248564,-0.07763671059438124,0.025178039265056497,0.6479789572037918,-0.0390204626070767,-0.38395929440258336,"TripAdvisor, Inc."
RH,-0.1734388874051595,-0.14947674080708945,-0.1319708127574383,-0.41036166535267943,-0.05871111793987749,-0.04739455722949665,-0.04975756321432943,0.06867170067444694,-0.4695774472318334,0.8155088588662169,-4.864401485888678,-0.16523807271248564,-0.22830325946463018,-0.06336238125970449,16.463306778766498,-0.06029961806485857,-0.38395929440258336,RH
VIAB,0.19298371861680846,-0.09415925349588179,0.16933147312385047,-0.2324856705562938,-0.07478452516451264,-0.05607235763755623,-0.0445163080541153,0.09573186345262785,1.1071664760397766,0.2317823329170045,-0.014566830748619865,-0.05648506375037599,-0.015073836157082668,-0.06336238125970449,-0.22274750445378905,0.026078320512371748,0.06458183678343801,
QSR,-0.3074207667615682,-0.06895608100801795,-0.08834106980530092,-0.5328677006793731,-0.07738504199603707,-0.050508347708565875,-0.04812678261982293,0.10623755264268392,2.3753695873122096,0.7285769299528819,0.18340653821120062,0.26046889285042485,0.04446765026811198,-0.06336238125970449,-0.018331392150334903,-0.018260672868278344,0.24326895408518637,Restaurant Brands International Inc.
ETH,-0.10650267946754341,-0.23560136946258314,-0.1340115593614571,-0.046304181839454485,-0.007641393780365451,-0.055183094658996526,-0.04968340529684144,0.07305474963386466,-0.709165715672496,-0.9673082406515191,-0.05846779177700914,0.30292327602814684,-0.07038537936533182,-0.06336238125970449,-0.06026136734705464,-0.04571286087169289,0.41101604379703177,Ethan Allen Interiors Inc.
BGFV,-0.04642144433815041,-0.21055393519919602,-0.1339909754619929,0.22431649506866536,-0.05544663936413403,-0.051770632383892935,-0.04972358979021566,0.06198777931378417,-1.0805493521807,-0.48618989309181676,-0.04525899669203199,-1.8756263045711192,-0.11671332888425863,-0.06336238125970449,-0.336520876258452,-0.0627480564543523,3.136906251614519,Big 5 Sporting Goods Corporation
EYE,-0.027643481703596495,-0.20297351617477727,-0.1305590961658584,-0.5681660498413017,-0.016328226600564148,-0.05181726315414535,-0.04929823777140521,0.06687112024057612,1.763524865356273,0.015450090145787566,-0.03343838707776899,-0.16523807271248564,-0.09576503866700477,-0.06336238125970449,1.0234943921956878,-0.050862000999900916,-0.38395929440258336,"National Vision Holdings, Inc."
CBS,0.17734607844873418,-0.16924732601144857,0.2504210722236047,-0.24840453390383033,-0.09782953070344737,-0.057823091068439164,-0.043701145829324835,0.09388614568194512,0.42855125304300007,0.3455063972987114,0.05839542098486001,-0.08498184149980578,0.17301763888976024,-0.06336238125970449,-0.21068754799550923,0.025187979279828573,-0.08310853568025195,
WRK,0.4272640004075939,0.31341949937854535,0.059010743186969125,-0.27608951363867634,-0.10875723441038522,-0.04964580078515603,-0.04723517550435602,0.07606241377605061,0.4163318149440224,-0.25532149171541924,-0.04051198483763182,-0.030896120465173718,-0.04162176549010248,-0.06336238125970449,-0.22898701282740147,-0.033811966396699124,0.20133218165722494,WestRock Company
MCD,-2.317284009454605,0.12635981502379315,0.08493748532076885,-0.32661460165477013,-0.11113643066050331,-0.05392956854387427,-0.04740272440893328,0.13346996557248705,-0.7702629061673827,1.7230211921778829,-0.21928373938435713,0.15520528524538826,-0.48991517613933516,-0.06336238125970449,0.012703015533816295,-0.023914339694927504,0.046348457466933064,McDonald's Corporation
AXL,0.09930003797352714,0.04058212107371859,-0.03544094658189641,-0.23456204403640732,-0.1253839430885362,-0.048740072692021366,-0.04701925024342621,0.06458207517923824,0.22867615842401376,0.46892123408387204,0.024438268701236728,-0.16523807271248564,-0.12416608598078165,-0.06336238125970449,-0.336520876258452,-0.06332677825550537,-0.38395929440258336,"American Axle & Manufacturing Holdings, Inc."
SIG,0.12119273420883112,-0.15869675656308074,0.0010020250602303805,1.0299494053526839,-0.05724486908806051,-0.05567518873709573,-0.04720727568116897,0.07799607819929961,-0.10648557229079283,-0.6190104795626824,-0.04913232538304563,-0.07160580296435914,-0.0249034184897941,-0.06336238125970449,-0.2417593717768877,-0.03721010210090558,0.07916854023664194,Signet Jewelers Limited
CRI,-0.05781133279511505,-0.17807886528116143,-0.11037929901853344,0.9344362252674652,-0.048585701340537614,-0.053925238194275804,-0.048349912471152445,0.08141306520717115,0.27013496625982975,-0.15499349506789836,-0.03652863678530285,0.007487294462629672,0.02210937897854295,-0.06336238125970449,-0.13494389741259985,-0.021391706202721843,0.018998388492175698,"Carter's, Inc."
TILE,-0.054443553744372514,-0.22400373855858158,-0.11920136893706404,0.4603309473082274,-0.06327585493138316,-0.05404051846155249,-0.04659008660263499,0.07236927383397389,0.08640698627163504,0.3959554183402204,-0.0021734732828034755,0.015047664069621259,-0.05149163299630862,-0.06336238125970449,-0.08262571698171278,-0.048784538123966846,-0.052111790842193556,"Interface, Inc."
CAKE,-0.11384241912097683,-0.22824916951041657,-0.12688693846944119,-0.9073070515931652,-0.12275576118433597,-0.05704570768713249,-0.04916951117398609,0.07368052209133986,-1.001559413040882,-0.9550522637883276,-0.05808272401240545,0.0185370654266943,-0.005244253824371237,-0.06336238125970449,-0.11622387564787362,-0.02933058219289848,0.008058360902272677,The Cheesecake Factory Incorporated
BZUN,0.009760815443422275,-0.20635778480576486,-0.11313011820806425,-1.0836603725041343,-0.06344184536743794,-0.04415198166406398,-0.042667390208218026,0.07318189956667778,-0.8750009470157598,-0.5990588893202777,-0.05070819094070948,-0.16523807271248564,-0.05866239387836859,-0.03741894623806284,0.296141925181174,-0.05694599942227928,-0.38395929440258336,Baozun Inc.
NWSA,0.008175243903203445,-0.10059040785485396,0.00869731338291142,-0.3466862119625336,-0.04656615103520482,-0.05307289328093692,-0.045976990331309864,0.040454663694297385,1.0255580858787494,-0.6361118426276008,-0.051811620417430995,-0.21001872346158962,-0.17424055663471733,-0.06336238125970449,-0.336520876258452,-0.12205962156227011,-0.14327868742471825,News Corporation
ULTA,-0.19876049164822668,-0.14260566072696707,-0.12585310838085717,0.555844127393446,-0.07957058273742465,-0.05411633627740362,-0.04966466586352947,0.0849759497963234,-1.0805493521807,-0.9764289676194755,-0.05861016977400547,-0.16523807271248564,0.017476584026650265,-0.06336238125970449,0.01688314191604209,-0.02388466165384273,-0.38395929440258336,"Ulta Beauty, Inc."
PRTY,-0.039006359691179916,-0.18017281437744623,-0.12088840141397098,-0.2740131401585628,-0.06369083102152004,-0.051402821785794924,-0.04867020744018825,0.08095769383554131,1.6574775989972912,0.5401769135210318,0.0014959960034199651,-0.16523807271248564,-0.061160074635041174,-0.05837125949201392,-0.21982904887006532,-0.03188289372618892,-0.38395929440258336,Party City Holdco Inc.
JACK,-0.05286415208739701,-0.2315885029575672,-0.129407643794622,-0.9121519230467632,-0.1067376841050524,-0.05444233575988706,-0.048545292464749895,0.11089816631124734,-0.8296144626481298,2.72658618137084,-0.11711134722165416,0.053431078997424664,-0.19120061467599403,-0.06336238125970449,-0.04506145200946594,-0.006226227208403101,-0.03205507359403813,Jack in the Box Inc.
CPRT,0.04573401237961456,-0.1610156222469469,-0.10217429752437533,0.5004741679237542,-0.1129623254571056,-0.045660606961464276,-0.04561018107698753,0.11717002063972688,-0.31988933051936114,-0.4824845977610844,-0.05042667081028493,-0.16523807271248564,-0.002102010291783168,-0.06336238125970449,0.14065858483148735,-0.021792359757366268,-0.38395929440258336,"Copart, Inc."
EAT,-0.04314464792111303,-0.208020060381761,-0.1303383051861338,-1.0408870788137972,-0.12806745513808804,-0.05607783785399723,-0.04966053556495687,0.07622095456232965,-0.48528815335909004,1.7233062148956315,-0.145751975662892,0.09995643042506516,-0.23164692886469185,-0.06336238125970449,-0.06658019784678874,-0.029078318843677918,0.17398211268246758,"Brinker International, Inc."
DXLG,-0.04614423162608,-0.23244558463713724,-0.13486835794665922,-0.4511970104615773,-0.025845011601036593,-0.05249218606020694,-0.04983574520485941,0.05563284706249357,-1.0582925185004197,-0.2621620369413866,-0.027342020115471845,-0.16523807271248564,-0.2378911307563733,-0.06336238125970449,-0.336520876258452,-0.08554079200745757,-0.38395929440258336,"Destination XL Group, Inc."
OMC,-0.24998797923518634,3.76017060582227,0.6497337698433471,-0.647760366578984,0.09643460962596404,0.00789429443789175,-0.03861621091024628,0.08543201290296014,0.6511195898458013,-0.4100888274529302,0.003534590051321883,0.07320435335417186,0.1011891745486763,-0.06336238125970449,-0.14914555127616616,-0.29251545053266087,0.21409554717877852,Omnicom Group Inc.
REVG,-0.05423315640392933,-0.16867373656862134,-0.10981710437941529,0.1288033149834464,-0.1188273208643735,-0.05088107582230961,-0.04749488442957959,0.06418793451925676,-0.037969437235812864,-0.12250090524455363,-0.03292064890687327,0.41632882013302047,-0.09870585633211926,-0.06195862826254152,0.47989836523964235,-0.057643433387771434,-0.050288452910543076,"REV Group, Inc."
MHK,0.002724815502803739,0.27285768739155997,0.022468988763394447,-0.3141563607740896,-0.09177087978744893,-0.04542960605237545,-0.04638194704824293,0.08070882437793687,0.07986085871861147,-0.2675774685786107,-0.04442737975503073,-0.16523807271248564,-0.06188520775794611,-0.06336238125970449,-0.1847013201492555,-0.03913917477141579,-0.38395929440258336,"Mohawk Industries, Inc."
SPWH,-0.04604756257776827,-0.23245740405595913,-0.13520407985172125,-0.02069557558472199,-0.06241823767843361,-0.05500244323845936,-0.05004217265364043,0.07199610910629523,-1.0774944926559555,0.4749067111565934,0.06701576153027382,-0.16523807271248564,0.0349603493233583,-0.06336238125970449,-0.16226812489569925,-0.048650986939085365,-0.38395929440258336,"Sportsman's Warehouse Holdings, Inc."
CTAS,-0.08926431358771898,-0.17617819844561114,-0.05845748417910501,0.4942450474834137,-0.05818548155903744,-0.0560943763643281,-0.04721784824574512,0.08875768694819729,1.0473785110554947,0.06219381585656441,-0.031412736484139475,-0.04427215900062037,0.003940765732424683,-0.06336238125970449,0.01407394133622189,-0.012280547589696688,-0.22168221848568948,Cintas Corporation
HAS,-0.612870792164563,-0.1257941017876658,-0.005982994131061232,0.4042688633451642,-0.03572144254629434,-0.05255645627712882,-0.04413450225429488,0.07563480068598817,-0.10212148725544379,-0.05324038483163427,-0.02716728348279454,0.652444978628296,-0.05797754592895838,-0.03539130301993854,0.35834992843116176,-0.044807680618607335,0.16851209888751614,"Hasbro, Inc."
AN,-0.07669449409989056,1.2192910445854421,-0.031214518798455007,-0.6726768483403454,-0.10765063150335354,-0.04111112210111357,-0.049011385098830115,0.0683985566324971,-0.2177697406921936,-0.2815435817482941,-0.027626776109464495,-0.16523807271248564,-0.04983994088302514,-0.06336238125970449,-0.21397417797594884,-0.03597846339588752,-0.38395929440258336,"AutoNation, Inc."
VC,-0.38987377855686894,-0.08685902422353503,-0.08460307353456854,-0.025540447038319966,-0.12217479465814433,-0.04601217263225505,-0.04633657000099,0.0748146132186439,-0.7999386844077562,-0.40125312320272233,-0.030425798095869504,-0.16523807271248564,0.033510083077548415,-0.06336238125970449,-0.17425923573508098,-0.035622326902870254,-0.38395929440258336,Visteon Corporation
DPZ,-0.07061998169641952,-0.2096697383823287,-0.11711028398326608,-0.2366384175165207,-0.11005749282614744,-0.05665237983123109,-0.04878823650181873,0.09073120465217416,-0.7017467711124027,10.116655207157548,-0.09620119684460311,-0.01752008192972708,-0.1565553654705357,-0.06336238125970449,0.09255794688005337,0.0665888465930862,-0.22168221848568948,"Domino's Pizza, Inc."
TTM,-0.11845011607251509,3.537284618605628,0.1250956922877458,-1.259806056067092,-0.11102577036980016,-0.034137571145196305,-0.048477383107886095,0.07103294023902149,-0.15492691618316723,-0.020747795008289535,-0.01996101531663969,-0.16523807271248564,-0.07973153961610661,-0.06336238125970449,-0.07463363861397711,-0.06350484650201399,-0.38395929440258336,Tata Motors Limited
FIVE,0.0061579883215218635,-0.2227456657139805,-0.13524046301542306,0.7475626120572547,-0.07384391269353571,-0.05395753232687454,-0.050051158083818034,0.08317331028531148,-1.0805493521807,-0.9764289676194755,-0.05861016977400547,-0.16523807271248564,-0.018578646251123224,-0.06336238125970449,0.16187800189099238,-0.029953821055678703,-0.38395929440258336,"Five Below, Inc."
SIX,-0.09259939575447373,-0.23357572965448958,-0.12583387016005046,-0.8152544939748022,-0.11509253605314158,-0.057052288839912084,-0.04824299335031178,0.11804435894163245,0.6681395214836627,1.4086411345011343,-0.1646041168106325,0.39481084509773673,-0.28147968847765925,-0.06336238125970449,-0.08268408609338729,-0.02432983227011432,0.6516966507748969,Six Flags Entertainment Corporation
HTHT,0.14507300104884727,-0.19896532394555536,-0.13044769903573714,-1.1530112467399236,-0.10712499512251349,-0.050496433130857096,-0.04921030802630149,0.08808039848984982,-0.2286799532805661,0.18304344818198726,-0.007457638489507957,-0.09196064421395186,-0.06184492258445144,-0.06336238125970449,0.8291192637441325,-0.05176718125298648,-0.35478588749617546,Huazhu Group Limited
PENN,0.24106235411537863,-0.23450650888671382,-0.12678735824878887,-0.634610001204932,-0.09235184631364056,-0.05830065278686894,-0.049372264469120096,0.09207701287688583,0.14794058527005635,1.5095391765841526,0.36448546348198,-0.16523807271248564,-0.05705098693857983,-0.06336238125970449,-0.04296016398918487,-0.05862280874356893,-0.38395929440258336,"Penn National Gaming, Inc."
APRN,-0.23477539855895338,-0.23511955433060827,-0.134992359742947,0.1855575234398809,-0.09141123384266363,-0.05604040601848506,-0.05003428072157207,0.03301659995304939,-1.0805493521807,0.2628498091516062,-0.016760746247790496,-0.16523807271248564,-0.521055615250753,-0.06336238125970449,-0.336520876258452,-0.12447838191067906,-0.38395929440258336,"Blue Apron Holdings, Inc."
THO,0.028064900593342275,-0.13733924056689956,-0.0867920939906597,-0.0899080249218369,-0.12422201003615294,-0.05598298607211443,-0.04871695292221787,0.07525150932361556,0.12262889206503201,-0.9764289676194755,-0.05861016977400547,-0.05997446510744903,-0.019142638680049284,-0.06336238125970449,-0.162768003954655,-0.0006912725460930328,-0.09951857706510642,"Thor Industries, Inc."
TGNA,-0.03472733269973414,-0.22065866921700267,-0.09109896345384726,-0.07952615752126972,-0.0939840856015123,-0.05569275478800928,-0.045438926775960106,0.11661106270220115,2.3291102859375092,0.613997797417929,0.012442922454296434,-0.07858460567850523,0.013286925983199483,-0.06336238125970449,-0.24998642323521036,0.033215889393259534,0.08646189196324393,TEGNA Inc.
THRM,-0.13619145012845824,-0.21257783685746284,-0.11770098707394235,0.47832618413587713,-0.10618438265153655,-0.05105132951076006,-0.04638582115582993,0.07254501572565523,-0.4735051237636476,-0.4799193933013467,-0.0491743916094309,-0.16523807271248564,-0.07340676737743575,-0.023329425414686314,0.17489581043828928,-0.046499328960439366,-0.38395929440258336,Gentherm Incorporated
HLT,-0.31026397406485445,0.27102602510413165,-0.027835370169712947,-0.7453499201443161,-0.12632455555951314,-0.04352833792612887,-0.04710614272746632,0.08981697293579542,2.4482498074025387,0.5065442328266924,0.36904155938586236,-0.027406719108100695,0.45001849183944787,-0.06336238125970449,0.08821767960169503,-0.48846471679487125,-0.23079890814394194,Hilton Worldwide Holdings Inc.
PIR,-0.07297131413623724,-0.21995610905703064,-0.13299298029765763,0.34613040590198757,-0.05149053397149578,-0.05552069067091315,-0.0497702852837603,0.06506516643086474,-1.0805493521807,-0.23879017408599829,-0.035305480356561704,0.9978957129785266,-0.09169623614403816,-0.06336238125970449,-0.009397924776362199,-0.05716858473041507,1.284394913057618,
ROST,0.20590893901754767,0.1174742192944684,-0.12711545464145863,-0.13766461496444637,-0.10007040159018651,-0.05236403707039469,-0.04990937824325496,0.08688407201170281,-1.0805493521807,-0.7786232015019201,-0.05439707540834151,-0.06113759889314005,0.0714587165095737,-0.06336238125970449,-0.015035782306560766,-0.004593934948740613,-0.23262224607559243,"Ross Stores, Inc."
CSL,0.5606104229317181,-0.1323637866878299,-0.0692523688494276,1.1199255894909337,-0.10145365522397612,-0.05283810025779294,-0.04649578332569459,0.09079054494803339,0.9225656790445116,-0.11423524642984306,-0.038829335782220725,-0.07625833810712321,-0.013784710605251658,-0.05696750649485093,-0.18742072209573035,-0.019833609045771285,-0.10498859086005789,Carlisle Companies Incorporated
WSM,0.20495788617459842,-0.08601532629763095,-0.12632299943206335,-0.14597010888490003,-0.0628055486958947,-0.05134635598425108,-0.049662791295342214,0.07680524976701571,-1.0508735739403263,-0.6700295460396888,-0.050559341216576965,0.13426887710295002,-0.021720889783711294,-0.06336238125970449,-0.07502875260069661,-0.03597846339588752,0.15392539543431216,"Williams-Sonoma, Inc."
BWA,0.23008757392469378,0.5229360794948977,0.06446323374721075,-0.17227083963300377,-0.11523086141652054,-0.04087718536178849,-0.04574512499222772,0.08162273012346945,-0.08990204915646696,-0.3795913966538258,-0.042424380206377905,-0.0768399049999687,-0.019867771802954223,-0.06336238125970449,-0.22020470648622673,-0.02861830920686394,-0.026585059799086676,BorgWarner Inc.
CAL,-0.0334564190351652,-0.15059141629098374,-0.12000269565760852,0.09281284132814673,-0.03718769139811131,-0.05030934734905215,-0.048801620918675764,0.07076017401625598,-0.08684718963172212,-0.5984888438847804,-0.049705073234599016,-0.06520856714305859,-0.05962923804224186,-0.06336238125970449,-0.13111997227597724,-0.040103711106670895,-0.1542187150146212,"Caleres, Inc."
OI,-0.017413621826372638,0.28110729409927715,-0.07483444328038795,-0.5307913271992595,-0.12065321566097577,-0.04190651190786922,-0.04823042749489651,0.07770456540460444,0.22998538393461856,0.5931911390222785,0.1334189178112185,-0.16523807271248564,0.00647873166259199,-0.05805931438153325,-0.176258751970904,-0.048873572247221164,-0.38395929440258336,"O-I Glass, Inc."
CWH,-0.1675434970617955,-0.19733165565213195,-0.1269873659692482,-0.26847614421159377,-0.078325654467014,-0.056361292263307036,-0.04964322080346722,0.06727641763228691,-0.46739540471415886,1.1467052568901352,1.460297717364188,1.1078118557263272,-0.014509843728156597,-0.06336238125970449,0.27656881639966696,-0.05902346229821335,0.5897031610987801,"Camping World Holdings, Inc."
DECK,0.15062845941975347,-0.21133975273586936,-0.12017150356919479,2.0619070249690687,-0.03702170096205656,-0.054652467809046555,-0.04832918599556198,0.08236027919573115,-0.8326693221728739,-0.9040331973113214,-0.057506740297283955,-0.16523807271248564,-0.05958895286874714,-0.06336238125970449,0.02342197906747231,-0.042626344598876556,-0.38395929440258336,Deckers Outdoor Corporation
MATW,-0.06851032187738114,-0.22058340732950443,-0.10279321002690806,0.21670312564158262,-0.06808957757697097,-0.05515679451313013,-0.04533391346610983,0.07662046140449001,1.4973156781999812,0.18475358448847906,-0.02281504698370236,-0.034967088715092326,-0.05878324939885276,-0.06336238125970449,-0.12067788786180274,-0.03324808361608845,-0.1013419149967569,Matthews International Corporation
PLNT,0.24851013564633692,-0.2340671046105116,-0.1301885859755034,0.7766318407788428,-0.10507777974450487,-0.054316926878295306,-0.04800061168369912,0.11197338967947149,0.3185763101522041,1.4921527908014856,-0.15986681254693663,-0.16523807271248564,-0.20324588155091497,-0.06336238125970449,0.45803389466394007,-0.02550211489296283,-0.38395929440258336,"Planet Fitness, Inc."
MELI,0.06281458025410659,0.08339918246091112,-0.08815421983171456,-0.3729869427106373,-0.020892963592069817,0.002426922254177904,-0.04378635120199641,0.06111054600113294,-0.8710732704839457,-0.040699385250694275,0.01204491123542034,-0.16523807271248564,-0.15236570742708494,-0.010539675884979208,-0.336520876258452,-0.07129533228676677,-0.38395929440258336,"MercadoLibre, Inc."
SGMS,-0.9188524973332721,-0.1721326547238523,-0.07842790369531867,-0.0013160897703297693,-0.08275206609514073,-0.0530856641424646,-0.045989093793238935,0.07526110225742837,1.9581630579328406,2.3609020344993366,-0.17733723995109923,-0.16523807271248564,-0.050927640567382554,-0.032063888508144824,-0.336520876258452,-0.10539540149317037,-0.38395929440258336,Scientific Games Corporation
