Name,Net cash flow / Change in cash,Average Payables,Average Receivables,Current Ratio,SG&A to Revenue,Days Payable Outstanding,Days Inventory Outstanding,EBIT per Revenue,Debt to Assets,Debt to Equity,Payout Ratio,Return on Equity,R&D to Revenue,Price-to-Earnings Ratio,Dividend Yield,cluster
PagSeguro Digital Ltd.,0.2291109782548218,-0.006580665370005809,-0.1690774022815824,-0.39114910984184587,-0.05583624931780945,0.024966004109833316,-0.033791391963943325,0.05141785983258165,-0.55555998851954,-0.05821902031889412,-0.05784659519570565,-0.015926188893682417,-0.04934991653516031,0.0031661332807289035,-0.20589809805734602,2
Loews Corporation,-0.0061087656285563115,-0.08078468896202744,1.2418865172434321,-0.41517446801112506,-0.052628749857635285,-0.07513148593345416,0.002794298191753764,0.04962291633359098,-0.2632466473797081,-0.013333406305890872,-0.0337415095313384,-0.01592677607437971,-0.04934991653516031,-0.020102587914585468,-0.15696951078791774,0
News Corporation,0.026306879383739608,-0.05449853939465128,0.0887857879371227,-0.2579263037201469,-0.05275915640331867,-0.0690051301349553,-0.022449983924944784,0.047547929019631945,-0.3153520536806142,-0.04286745348814044,-0.07257748087948565,-0.01592788469401201,-0.04934991653516031,-0.231416720084706,-0.08846948861071821,2
MBIA Inc.,0.055944040537838746,-0.08448287828047209,-0.1132909106240066,0.07051823692119512,-0.048541006214098216,-0.07541706461634984,0.08500988046129583,0.04856446415751648,0.6917508959036927,0.2699654747802498,-0.05784659519570565,-0.015928455017847173,-0.04934991653516031,-0.231416720084706,-0.20589809805734602,1
"Arena Pharmaceuticals, Inc.",0.015254688036690145,-0.08360919918236855,-0.17197151133276187,2.3094281159370897,0.005367053516866561,0.010700013892872949,-0.015645106955304924,-0.020699980544689703,-0.4012555613658917,-0.05186941937842532,-0.05784659519570565,-0.015927241323774304,0.03478394907861477,-0.231416720084706,-0.20589809805734602,8
Vornado Realty Trust,-0.3552428594754187,-0.05378174328851745,0.00750641279332877,0.2774555870385252,-0.059590453142579373,-0.05636753320232539,-0.003713154615012061,0.05233359628718162,0.5961907878228805,0.1027422675034156,0.1809085390037415,-0.015926402413935975,-0.04934991653516031,0.05226343061943675,0.155283837058797,1
Precision Drilling Corporation,0.021789270443941043,-0.07114056333390352,-0.12563460747974353,-0.2510087200072926,-0.059407382414985374,-0.0583836678711398,-0.018346212691947552,0.047549920499063696,0.3885738793188843,0.021812255976796025,-0.05784659519570565,-0.015928030224921667,-0.04934991653516031,-0.231416720084706,-0.20589809805734602,1
Boise Cascade Company,0.01906151964284844,-0.0682962662012201,-0.1296154899122222,-0.014807002782891081,-0.059066319141659586,-0.07136475053219242,-0.031102930415322482,0.04882699318815223,0.003516938546937975,-0.010483758012700042,0.4114373344447141,-0.015926797988300462,-0.04934991653516031,0.18429411594401698,0.2789397212488066,2
"Ulta Beauty, Inc.",-0.01863200981830664,-0.06326266797123671,-0.15661968182021094,-0.019917618718509156,-0.055750983499478,-0.07012265750677847,-0.03298973615614401,0.04998238008997682,-0.55555998851954,-0.05821902031889412,-0.05784659519570565,-0.015925210633783868,-0.04934991653516031,-0.013278463590709545,-0.20589809805734602,2
Party City Holdco Inc.,0.016060757075995902,-0.07109894985323079,-0.14756459132368835,-0.23876149396157945,-0.05431149586058827,-0.0672164836875282,-0.03014747270463671,0.04976265940396096,0.5149144011604634,0.07750461313243835,-0.05784659519570565,-0.015926307453612683,-0.04922373939495344,-0.15938881303065372,-0.20589809805734602,1
Jack in the Box Inc.,0.013051350337140088,-0.08182395267402644,-0.16310277136797574,-0.40704677584157184,-0.058213660958345126,-0.0704718029283387,-0.029790452983247562,0.05139982269475362,2.0581598518718534,-0.19031848568452747,0.014086041390025209,-0.015928121251977134,-0.04934991653516031,-0.051513698684915794,-0.034203237275534135,4
OGE Energy Corp.,0.03924226534578913,-0.06745307903661472,-0.12879891097242255,-0.38441404812669216,-0.06123558187273907,-0.07031081610131686,-0.030643114159677125,0.05009538614854495,0.033492635608077005,-0.0008095673968419452,0.06459193516298517,-0.015926372071584153,-0.04934991653516031,-0.0614454924585709,0.10368641775649087,2
QIAGEN N.V.,0.1693571208230015,-0.07981953406342944,-0.11185919312407958,-0.0967593797504796,-0.052327811675288986,-0.0709966870622745,-0.0188331925210126,0.05055421857816357,0.2052996509786319,0.002069308058330328,-0.05784659519570565,-0.01592656255412615,-0.04793305239825395,0.1474519740514359,-0.20589809805734602,1
"Copart, Inc.",0.034463273109690634,-0.06710287501086122,-0.11343208251463432,-0.03451937853456048,-0.0587779200502444,-0.06106657203657283,-0.021401605719516992,0.051742771513618016,-0.20691647840575567,-0.039740147156125886,-0.05784659519570565,-0.015925483714950266,-0.04934991653516031,0.06312179765650701,-0.20589809805734602,2
"Brinker International, Inc.",0.015162071908083585,-0.07690771756976661,-0.16480019745534955,-0.4409958674138913,-0.060147188779919994,-0.07222342554982474,-0.032977931342185816,0.04950365161233542,1.3500091561993084,-0.2549908883589685,0.02939085768486157,-0.015928685394962856,-0.04934991653516031,-0.06479612179696241,0.06632276929620022,4
DXC Technology Company,0.4656160494075215,-0.01476113260038332,0.4738496183936876,-0.3232691788969769,-0.059053780050728484,-0.06875895968575768,-0.017654800630841017,0.04952078637795607,-0.0805759565641767,-0.014823991566944538,-0.03546330136450749,-0.015926239464268785,-0.04934991653516031,-0.10215189752250346,-0.1311708011367647,2
"Clovis Oncology, Inc.",-0.06023424862708723,-0.08289976319811357,-0.17200769060672827,0.3292469628828199,-0.01502150833709435,-0.04682523816795678,-0.02528638961702957,0.014150085527580522,0.7850980330605282,0.22886477824384355,-0.05784659519570565,-0.015941086426531453,-0.017473102145188317,-0.231416720084706,-0.20589809805734602,1
"KBR, Inc.",0.10719163170013517,-0.05199682309099755,-0.025024390469775133,-0.2493477698282167,-0.06038793932579704,-0.06478842292698031,-0.02049472455038384,0.04956160828005195,-0.056635634750246924,-0.004302213253624549,-0.02704565240234749,-0.01592603886760952,-0.04934991653516031,-0.16094819056669035,-0.018190245078266724,2
STMicroelectronics N.V.,0.1710967604386614,-0.012186902780681654,0.0467887412725965,0.0025325869986699092,-0.05839422386775287,-0.06511495577827366,-0.025480767219330576,0.0500765972376889,-0.2018869990330814,-0.03626942167082937,-0.02685434219866204,-0.015925831528205404,-0.04744805901558378,-0.1417497403570261,-0.05822272557143529,2
Evoqua Water Technologies Corp.,0.02171034092099605,-0.07519853773975878,-0.12221591935910728,-0.13892196121932804,-0.055061333498267764,-0.06534019060331918,-0.02169729755719595,0.04918957054684067,0.5806999913550435,0.13310198201164095,-0.05784659519570565,-0.015926872720389208,-0.0491935094551122,3.0480798752529976,-0.20589809805734602,7
"Sabra Health Care REIT, Inc.",-0.14819796037331082,-0.07732760708444217,-0.1431935350707365,-0.014398880390234403,-0.05976850823380093,-0.06086947846351647,-0.016615530526954338,0.055149334101050135,0.41995783060437214,0.014432397576481312,0.17019516759735606,-0.015926486136351187,-0.04934991653516031,-0.13059390912173086,0.7655567619102112,6
"Fiserv, Inc.",0.05563532010915022,0.006340300569565542,0.012245715877531666,-0.2995413191958934,-0.055946593318003085,-0.056594890412297476,-0.02235136640198391,0.05154888662848768,0.5088790259132543,0.1316698510745502,-0.05784659519570565,-0.015924059871996264,-0.04934991653516031,0.0002903380972679891,-0.20589809805734602,1
Sempra Energy,-0.021853507491671482,0.050827342664973185,0.2294122623743998,-0.4128874797679924,-0.06123558187273907,-0.060482523147523864,-0.021734408606220345,0.05038742877339891,0.20509847180372492,0.039531222928046714,0.14073339622979605,-0.0159266243626206,-0.04934991653516031,0.05828199972327485,0.08856303623684941,1
"Spirit Airlines, Inc.",0.07751865897630816,-0.08222981082334672,-0.16492518866566067,-0.20718518835936828,-0.0519064982200042,-0.07428541421396599,-0.03315946830721612,0.04954627545461724,0.2966349963863976,0.024691131431968303,-0.05784659519570565,-0.015926514793016797,-0.04934991653516031,0.0032612848720865967,-0.20589809805734602,1
"Destination XL Group, Inc.",0.01451067180355078,-0.08200273474784261,-0.17306252551905546,-0.2854871253729439,-0.0508808005818406,-0.06838319274462483,-0.03347869833672095,0.04837788134090855,-0.05140497620266564,0.012386496237780209,-0.05784659519570565,-0.015928772488750492,-0.04934991653516031,-0.231416720084706,-0.20589809805734602,2
"Healthcare Trust of America, Inc.",0.0191970479110427,-0.07168696195486349,-0.1345374165175269,-0.19636888662293026,-0.05996913368869845,-0.05000147891854073,-0.013182740633175335,0.05295390761742408,0.2704817036484912,-0.0011895205026007216,0.16847337576418694,-0.015926600201118222,-0.04934991653516031,-0.006595680951083347,0.2264526912688745,1
NeoPhotonics Corporation,0.01077021508956052,-0.07986304217305819,-0.16083483994539294,-0.13563656526071646,-0.057571659502673025,-0.058099635122943714,-0.01898717301412536,0.0475872108281088,-0.21214713695333706,-0.031702677611228684,-0.05784659519570565,-0.015928498845688692,-0.04715627437885538,-0.231416720084706,-0.20589809805734602,2
Sociedad Química y Minera de Chile S.A.,-0.008384652628848173,-0.07137950464682025,-0.0810565410604114,0.2867193374185703,-0.05992900859771895,-0.06850484994479772,-0.01937360654578552,0.05152693135861334,0.08258035428537837,-0.010783336423009843,0.24346697560888506,-0.015925783767096056,-0.04934991653516031,-0.019677639059978342,0.405264437471694,6
Sensient Technologies Corporation,0.01536490122973195,-0.07572353559594583,-0.13276326855269668,0.19819616853375865,-0.05648326640985396,-0.06632696858275319,-0.02209198195731101,0.05010284730406527,0.22662464351877104,0.0020766148488256964,0.011790318945799756,-0.015925940535913802,-0.04934991653516031,-0.09234851220708833,0.009387685928138273,1
Omnicom Group Inc.,-0.029756750466097912,0.7508329441579039,1.2579672045918189,-0.3373233727199264,-0.039796244198752384,-0.0037092766100546297,-0.0014121267033186439,0.05000731789872638,-0.15581696797938466,0.08210789114451585,0.020590588315330654,-0.01592404301513414,-0.04934991653516031,-0.11575949888851032,0.08589420420397156,0
Covanta Holding Corporation,-0.012900615059704029,-0.07625259420903155,-0.11201827284629368,-0.29589087924188057,-0.05969076587002814,-0.07152599938204472,-0.022299575236357956,0.0500732085340046,0.7500928566267149,0.31596902773904323,0.10572362895535788,-0.015925215128947103,-0.04934991653516031,-0.12545572318841586,0.4568618567740002,6
Lexington Realty Trust,0.03467042451734065,-0.08196542654383596,-0.1627977928148167,0.15405924324722933,-0.059226819505577614,-0.06796851541317173,-0.023843969936301387,0.05601734732735445,0.4609983822853946,0.02378508941054353,0.08812309021629608,-0.015926007963362295,-0.04934991653516031,-0.14986349207444893,0.5636151380891162,6
Old National Bancorp,0.022828526313705917,-0.08448287828047209,-0.17374120506537008,-0.4959636272306302,-0.046933494756731815,-0.07541706461634984,-0.034094370282855176,0.0514143478543686,-0.30126951143712605,0.00952954115409402,0.023077620963241563,-0.0159265698587664,-0.04934991653516031,-0.11575395607736327,0.0947903109802312,2
FMC Corporation,-0.022872284906343632,-0.029746050691688924,0.20689566397872197,-0.2557360397477392,-0.05672150913754478,-0.05932495868720958,-0.004536330545080085,0.05016601220484188,0.0011027884480543414,0.006387621241088742,-0.01174083610751114,-0.01592606471479811,-0.04853896554028904,-0.0721209467277885,-0.08135260318971045,2
Knowles Corporation,0.002782382717673427,-0.07858027807417024,-0.1484702549079279,-0.03159902657135028,-0.05691461113788365,-0.06648819123032243,-0.02303436686343189,0.04962903025258509,-0.35015605093952057,-0.04868365872244789,-0.05784659519570565,-0.015926654704972426,-0.04775035841399608,-0.06747237577912954,-0.20589809805734602,2
"Kennedy-Wilson Holdings, Inc.",0.056777585695297776,-0.08290208363062712,-0.16289651314528789,-0.3603602730227821,-0.05392529185991053,-0.07243726238174616,-0.029324493223817614,0.05410977970321825,0.919686901073293,0.25901990261819885,0.08563605756838516,-0.015926292844332175,-0.04934991653516031,-0.07001744989748318,0.1757448826441943,1
Steelcase Inc.,0.04112545996078918,-0.06853353042572895,-0.11848145470310716,-0.2205092941915152,-0.05425883167867766,-0.06843394656688087,-0.027687820953946826,0.0492825833242438,-0.2362886379421738,-0.0317172911922194,0.0850621269573288,-0.01592641140426244,-0.04934991653516031,-0.032391924029452374,0.10279680707886496,2
"CoreCivic, Inc.",0.02135315138500342,-0.06163825644148891,-0.1260368324812935,-0.3154207329958493,-0.059776031688359585,-0.057064513931293664,-0.024485858927655927,0.04999678770787886,0.4358509854220231,0.03481103626804344,0.18779570633641784,-0.015926336672173694,-0.04934991653516031,-0.10849564488030178,0.6525762058517132,6
Discover Financial Services,0.5573060167280157,-0.08448287828047209,-0.17374120506537008,-0.2578159453010506,-0.04791154384935725,-0.07541706461634984,-0.034094370282855176,0.05303830851462067,-0.055629738875712056,0.12053430235961987,-0.021115036088098404,-0.015925611265206998,-0.04934991653516031,-0.16165212758236566,0.02006301405964989,2
Parker-Hannifin Corporation,-0.004796395086201361,0.014527149044893363,0.2498339171825653,-0.2112006723087824,-0.05835911441314583,-0.06585278586650739,-0.022819112063676827,0.0499844391113248,0.09545582147942468,0.00358912048136544,0.007772804668405219,-0.01592595177382189,-0.04934991653516031,-0.05071922908717203,-0.0493266187951756,1
Ciena Corporation,0.04696336326728934,-0.06270416887063551,-0.04568793735840451,-0.09529920376887446,-0.05674407950122075,-0.06489034980802116,-0.017525608461138195,0.04935108546593954,-0.0962679322069206,-0.025740336567014015,-0.05784659519570565,-0.01592797291159045,-0.047261421995694435,-0.231416720084706,-0.20589809805734602,2
"Oil States International, Inc.",0.004034861496862804,-0.07989277271463785,-0.12831294514673305,0.03702924456409135,-0.0580531605944271,-0.06860444482264767,-0.01710467129775757,0.04871624779353246,-0.2224072748735927,-0.04138417501758213,-0.05784659519570565,-0.01592704353659206,-0.04934991653516031,-0.231416720084706,-0.20589809805734602,2
Southern Copper Corporation,-0.03488150958232755,-0.036145368482919125,0.003428154131949325,-0.024298146663324572,-0.060871948235737314,-0.06634203489550346,-0.025160733533807416,0.05261834006104128,0.27229231622265393,0.008090103426507877,0.07607054738411244,-0.015925648912199074,-0.0492947140363198,-0.08928980425577478,0.19887476026246947,1
"Yext, Inc.",0.01749198498339594,-0.08255949352405867,-0.16716875816507012,-0.2234296461547255,-0.036621346374999066,-0.06001164191894157,-0.016991534389398794,0.04512280040901355,-0.55555998851954,-0.05821902031889412,-0.05784659519570565,-0.01593156061374566,-0.047366569612533514,-0.231416720084706,-0.20589809805734602,2
"Air Transport Services Group, Inc.",0.022794567066550173,-0.07688451324463128,-0.15039111982798872,-0.2949782692533773,-0.05143252058280878,-0.06364448365384888,-0.0233009306352019,0.04996523344169401,0.585528291552811,0.1763801021156648,-0.05784659519570565,-0.015926076514601598,-0.04934991653516031,-0.052841201954634175,-0.20589809805734602,1
"REV Group, Inc.",0.01275405256431303,-0.0687003115126392,-0.12737173860741596,-0.13253369129980555,-0.05930957750572284,-0.06665769379933356,-0.02678827984311446,0.048845678739399774,0.04717281950175111,-0.000210410576222328,0.13346360848974878,-0.01592683114012931,-0.049314429214477117,0.27251719336789043,-0.04309934405179383,1
Allegion plc,-0.039635804184130964,-0.0691353926089268,-0.11724517800475745,-0.1748787947663546,-0.05529205277139991,-0.06718957394284207,-0.02634141137887559,0.0505395912739,0.4787021496772082,0.10394788793515017,-0.022836827921267497,-0.01592321534320389,-0.04934991653516031,-0.07063916854781058,-0.11248897690661934,1
"Mohawk Industries, Inc.",0.025123245260147774,0.023400482976646986,0.1139038397558425,-0.2493477698282167,-0.05685693131960061,-0.060819170080072135,-0.02360739146352653,0.04974905107027418,-0.055227380525898095,-0.026193357577726402,-0.05784659519570565,-0.01592631756772996,-0.04934991653516031,-0.13770625962525335,-0.20589809805734602,2
"Sportsman's Warehouse Holdings, Inc.",0.014531664792701604,-0.08200520020738825,-0.1736748460955322,-0.17195844280314432,-0.05419613622402219,-0.07107167799634619,-0.034068689008313766,0.049272634486753855,0.4688443701067666,0.2254525070825099,-0.05784659519570565,-0.015924966771178488,-0.04934991653516031,-0.12385939357806555,-0.20589809805734602,1
"Hostess Brands, Inc.",0.017871402390254146,-0.08030319921546915,-0.15495243542870862,-0.11409896953204067,-0.05775974586663948,-0.06807450364808439,-0.025993696208276483,0.049999263063109256,0.10471006352514542,0.02677356672314621,-0.05784659519570565,-0.015926552440008873,-0.04934991653516031,-0.0709976036686531,-0.20589809805734602,1
"Equinix, Inc. (REIT)",-0.23953135559866975,-0.030969752531755844,-0.06407328081953095,-0.3188886509521615,-0.05401306549642819,-0.06114779911400897,-0.02599551782858471,0.05048991741286814,0.5706410326096949,0.056482976877284465,0.3230520203420341,-0.015926684485428836,-0.04934991653516031,0.4797093216483216,0.02451106744777973,1
W. R. Grace & Co.,0.026152519169395348,-0.06784465202327357,-0.12159032698866296,-0.197146478485833,-0.057250658774837,-0.06311145060988642,-0.02436091720533896,0.050307991219729134,0.5635997614879509,0.3797280816015642,0.015999143426879754,-0.015924122804281522,-0.04892275434175161,0.009402719623017594,-0.0742357177687027,1
Venator Materials PLC,-0.007961088200687508,-0.052975755557644666,-0.1062005001481775,-0.12322506941707274,-0.05888826405043804,-0.05709165949652716,-0.023992789171874185,0.048251714400771306,0.04998932795044876,0.00630724654563977,-0.05784659519570565,-0.015928049891260808,-0.04934991653516031,-0.231416720084706,-0.20589809805734602,1
"Summit Materials, Inc.",-0.06416302480257749,-0.07699781561345617,-0.13365656936995274,-0.08726823587004619,-0.058208645321972674,-0.07051443404285115,-0.02686160899003176,0.04952922450380574,0.3903844918930472,0.0415990446382339,-0.05784659519570565,-0.01592695869038604,-0.04934991653516031,0.15042107322253884,-0.20589809805734602,1
Redfin Corporation,0.0844688819873731,-0.08393797546412989,-0.17113257032915385,1.4583280406589942,-0.0555929909537462,-0.07363753656342202,-0.032037671659757884,0.04800438791170098,-0.1169893872223388,-0.03497611975315045,-0.05784659519570565,-0.01592760318441455,-0.047897565077570765,-0.231416720084706,-0.20589809805734602,8
Embraer S.A.,0.03961272986021537,0.0006298611807907213,-0.07014848995953878,-0.07522178402180381,-0.058828076413968776,-0.05261405615628389,-0.026974370858915308,0.04878892272190469,0.09424874642998277,0.011085887529605931,-0.085777884933782,-0.015927228962075414,-0.04923031112100587,-0.231416720084706,-0.14985262536691002,1
Unum Group,0.019700262209805013,-0.0701179507513763,0.9918859160815704,2.0063073235196365,-0.057616800230024974,-0.07541706461634984,0.001188432735919111,0.049375434952827,-0.458993984564193,-0.03303982027187976,0.020973208722701562,-0.015926627733993025,-0.04934991653516031,-0.1173779997434488,0.09123186826972733,8
New Jersey Resources Corporation,0.01433840580434258,-0.06251715651274789,-0.13688261523375658,-0.31432560100964546,-0.06123558187273907,-0.0640100317045946,-0.029465936683044362,0.04945882783047974,0.15138363210356315,0.016763263744501506,0.02212106994481429,-0.015926044486563564,-0.04934991653516031,-0.07367570525453594,0.012056517961016193,1
ORBCOMM Inc.,0.020421433131221425,-0.08285766910204775,-0.1642359644063307,0.013118862865307142,-0.05515161495297165,-0.07003943905583097,-0.02048200892627153,0.048719034689655015,0.29241023371335123,0.012108838198956487,-0.05784659519570565,-0.01592754306160631,-0.04871245910807349,-0.231416720084706,-0.20589809805734602,1
"National Retail Properties, Inc.",0.04943096565379677,-0.08448287828047209,-0.17300362057048702,1.0426811281962374,-0.05884563114127232,-0.07541706461634984,-0.033696864157164635,0.054844333770552034,0.25197321955704965,-0.008065210358735515,0.1682820655605015,-0.015926573230138824,-0.04934991653516031,0.04018102612072638,0.15172539434829316,5
"Plains GP Holdings, L.P.",0.023528395525542815,0.13410911584602567,0.32467829030605233,-0.31469064500504673,-0.06099984696323449,-0.06782047251397358,-0.029397108009829725,0.04902876668021186,0.1348869397611914,0.3062875303326897,0.05043498009026156,-0.01592595233571729,-0.04934991653516031,-0.14383014214088538,0.3251994764853569,1
LivaNova PLC,0.0002474792777118858,-0.07858571658787382,-0.12481010056627664,-0.30538202312231394,-0.05070274549061905,-0.06878736296057726,-0.01901138984881115,0.04664015362660272,-0.4227817330809378,-0.05004272175458505,-0.05784659519570565,-0.015927676792712488,-0.04761629520252628,-0.231416720084706,-0.20589809805734602,2
Cintas Corporation,0.00514656376057021,-0.07026569704032397,-0.033697326022190235,-0.036162076513866326,-0.05381244004153067,-0.07224113829316242,-0.02599648221580671,0.05018916778330726,0.17753692484146968,0.0031945537946159435,-0.018054072829131136,-0.01592539943063965,-0.04934991653516031,-0.015012439677878237,-0.12672274774863482,1
"Renewable Energy Group, Inc.",0.029743555195900363,-0.07793947613285464,-0.15872417019105609,-0.21320841428348952,-0.06013464968898891,-0.0715695999810298,-0.032055066347799144,0.04997094735138136,-0.1980645947098489,-0.039440568745816085,-0.05784659519570565,-0.01592482236405964,-0.04933808742826591,-0.19997050484377765,-0.20589809805734602,2
Verint Systems Inc.,0.023491657794528883,-0.07916444695945239,-0.12257080349369236,-0.21904911820991008,-0.05206950640210843,-0.06828658492704189,-0.017079293626600846,0.04916100131533879,0.04697164032684417,-0.00781677948189324,-0.05784659519570565,-0.01592700195633216,-0.0471431309267505,-0.231416720084706,-0.20589809805734602,2
"Hasbro, Inc.",-0.1085616532544188,-0.059755878078400576,0.06201048902372546,-0.05988993621494983,-0.0517760916743208,-0.06845202614218117,-0.017183965358233168,0.04947160036097722,0.09605935900414564,0.012781062924529707,0.21113555118604327,-0.01592626306387576,-0.04864279881191762,0.19749154928514226,0.06365393726332233,1
A. O. Smith Corporation,-0.012252302159458113,-0.04536908772421636,-0.06102185903936903,-0.1206697614492638,-0.05530459186233101,-0.05910284193384626,-0.02085853070037225,0.0503911882815458,-0.4105098034116124,-0.048800567370373665,-0.0019840157195529663,-0.015925515181092895,-0.04934991653516031,-0.07969981716952104,-0.04754739743992367,2
Quest Diagnostics Incorporated,0.013958062236198308,-0.01044657839553123,0.0022464190526444755,-0.3305700588050026,-0.05649329768259885,-0.06245110067261354,-0.025334894722491674,0.050078817601570715,0.15621193230133054,-0.003681136061518858,0.011407698538428844,-0.015926175970088125,-0.04934991653516031,-0.08869857106675612,0.0022708005071305428,1
Cousins Properties Incorporated,-0.048110179951631166,-0.0754887368309826,-0.15833183414472687,-0.3279021647593995,-0.059873836597622125,-0.053247129516908034,-0.020797399265910992,0.05106133786789236,-0.039937763232968215,-0.030146331235716764,0.1384376737855706,-0.01592680810241774,-0.04934991653516031,0.1526899305853978,0.01383573931626812,2
"Halozyme Therapeutics, Inc.",-0.0196319552868288,-0.08404681825171784,-0.16900172017577034,0.021514874759536742,-0.05119427785511799,-0.07284821898900701,-0.021214978933037244,0.04494958861127832,0.02202542263837957,-0.02111513818345044,-0.05784659519570565,-0.01592878260286776,-0.036345785022589366,-0.231416720084706,-0.20589809805734602,2
"Sangamo Therapeutics, Inc.",0.042543104169326926,-0.08330482369875734,-0.17301252903493106,0.4529968773238555,-0.04735731603020283,-0.05111790579447606,-0.03048745491843718,0.04120059331092692,-0.4612069554881697,-0.052702393494896485,-0.05784659519570565,-0.01592801617753657,-0.031473507327309365,-0.231416720084706,-0.20589809805734602,5
"Kratos Defense & Security Solutions, Inc.",0.03065983742824792,-0.08153520385312356,-0.13286226159126308,0.04688543243992601,-0.056372922409660325,-0.06820548886102094,-0.009053877473383456,0.04906700255993207,0.030474947984472405,-0.016826052162673476,-0.05784659519570565,-0.01592700645149539,-0.049018701542117266,-0.231416720084706,-0.20589809805734602,2
"Fidelity National Information Services, Inc.",0.026306879383739608,0.0700071676596518,0.1811429295197171,-0.2832968614005362,-0.057361002775030624,-0.051902035316848415,-0.019243271398634403,0.05024964740430534,0.204897292628818,0.006051508878302136,0.03704326583227974,-0.015926503555108714,-0.04934991653516031,0.1357769661720337,-0.09469676335409996,1
"Trinity Industries, Inc.",-0.17775732397938046,-0.07246013731972459,-0.13001700713109066,-0.21209386506349204,-0.05827134077662816,-0.0673325335991297,-0.02690841748834405,0.0501519863112842,0.4589865905363249,0.07494723645906197,1.4376252670134917,-0.015926563677916956,-0.04934991653516031,-0.056911472940284286,3.4753108859589097,6
S&P Global Inc.,-0.2388839688597099,-0.06976263452274144,0.07787746412815487,-0.2511729898052231,-0.05498108331630875,-0.07219245445126682,-0.019001103051776474,0.05268399100326653,0.2234057767202595,0.3678545470466024,-0.008871183052229321,-0.015909450029594128,-0.04934991653516031,-0.030146161713039445,-0.10092403809748177,1
"Brighthouse Financial, Inc.",0.7209278439329381,0.2500219712486485,2.3008120509989847,-0.11394335549165385,-0.058298926776676564,-0.02146915785494041,0.0654979159921688,0.049759246467419936,-0.5169335869374012,-0.03813265324714645,-0.05784659519570565,-0.01592663166726085,-0.04934991653516031,-0.19252558567143213,-0.20589809805734602,0
Ryanair Holdings plc,0.12453590058239315,-0.06194043784462552,-0.16202485328258676,-0.2272991125059791,-0.05720551804748506,-0.07207889375655446,-0.03356931501754375,0.05091389188815997,0.08942044623221547,0.006577597793968134,-0.05784659519570565,-0.01592514545391699,-0.04934991653516031,-0.08215620630952189,-0.20589809805734602,1
"AutoNation, Inc.",0.007876269791034216,0.2208207783361454,0.015990907051943958,-0.3438941646371495,-0.05829641895849035,-0.05619407408857464,-0.031122593199237717,0.04907591812392486,-0.0650851600963398,0.01174349867418843,-0.05784659519570565,-0.015926149561004133,-0.04934991653516031,-0.15577490016277734,-0.20589809805734602,2
"Workday, Inc.",0.1978813448316785,-0.08274900759824992,-0.08847556479098566,-0.15060336907216915,-0.0506300187632187,-0.07447999236785015,-0.01802780417748369,0.047368846404247586,0.05079404465007668,0.010735161585828596,-0.05784659519570565,-0.01592811113785986,-0.04376526373579565,-0.231416720084706,-0.20589809805734602,2
"Arbor Realty Trust, Inc.",0.044489586472208124,-0.08448287828047209,-0.17356167223601415,0.4951476499320216,-0.050060744034946966,-0.07541706461634984,-0.03384096861076321,0.052270234583221165,0.9247163804459676,0.2187521801982638,0.08257509430941791,-0.015926241711850406,-0.04934991653516031,-0.1710093166004433,0.7922450822389899,6
McKesson Corporation,-0.4738202150916833,2.206907972076225,3.092029137942786,-0.3166983869797538,-0.060255024961927424,-0.060647440317002276,-0.028553412062760245,0.04875022131814245,-0.2930211652659402,0.0005129616828184144,0.7194467623782956,-0.015926930595615837,-0.049342030463897374,3.804731796342317,-0.12316430503813094,3
Visteon Corporation,-0.060134840649049524,-0.051634255510757884,-0.08138406348277566,-0.1732360967870488,-0.05961302350625534,-0.06144309884391395,-0.023477699241190083,0.049426752010163985,-0.14958041355726842,0.005423124895701077,-0.05784659519570565,-0.015924986999413037,-0.04934991653516031,-0.1312608940630925,-0.20589809805734602,2
Retail Opportunity Investments Corp.,0.011637719494175296,-0.08324558015614618,-0.16555187186848588,-0.12496756287044605,-0.05997164150688467,-0.07040944149469416,-0.023773926849547933,0.05203838404688137,0.4376615979961858,0.03296241827271707,0.33491325297053226,-0.015926766522157836,-0.04934991653516031,0.1546354572980122,0.2309007446570043,1
McEwen Mining Inc.,0.012518190156794992,-0.08210091804857153,-0.1733989564058637,-0.20043187444444446,-0.056726524773917215,-0.052538305356003914,-0.032189241184815635,0.04540958127573055,-0.3740963727534503,-0.04985274520170565,-0.07257748087948565,-0.0159274874339613,-0.045798555776421,-0.231416720084706,-0.15696951078791774,2
IDEX Corporation,0.04250142691145397,-0.07395888292616133,-0.11862162666405238,0.04542525645832095,-0.0558161867723197,-0.06990302997030433,-0.025900686418421314,0.05088601701389005,-0.06407926422180492,-0.027128626761132632,0.0014595679467852164,-0.015925812423761666,-0.04934991653516031,-0.013805954451537086,-0.08935909928834418,2
"Maxim Integrated Products, Inc.",-0.20234289275884912,-0.07832122353808899,-0.1249695438992844,0.23342291408998256,-0.05797040259428188,-0.07184723937216317,-0.02673302402709835,0.051834823570876466,0.11798788906900565,-0.001817904485201772,0.1219849962686215,-0.01592560901762538,-0.04696043694249264,0.09759069257629303,0.028959120835909576,1
